,fold,feature_name,feature,loss,acc,idx,class
0,multnoise_0.025,knn,0.06329870223999023,1.0440562,0.0,750.0,2.0
1,multnoise_0.025,knn,0.8833116888999939,-0.0,1.0,163.0,11.0
2,multnoise_0.025,knn,0.23626886308193207,7.152532e-06,1.0,725.0,11.0
3,multnoise_0.025,knn,0.418477863073349,0.0062559256,1.0,677.0,7.0
4,multnoise_0.025,knn,0.32282954454421997,0.00034433635,1.0,956.0,3.0
5,multnoise_0.025,knn,0.30658307671546936,0.0005888397,1.0,430.0,4.0
6,multnoise_0.025,knn,0.1281745284795761,0.0031026106,1.0,355.0,7.0
7,multnoise_0.025,knn,0.4554123282432556,0.00089914893,1.0,197.0,5.0
8,multnoise_0.025,knn,0.24531389772891998,6.0556486e-05,1.0,1556.0,7.0
9,multnoise_0.025,knn,0.34392666816711426,0.043833848,1.0,371.0,5.0
10,multnoise_0.025,knn,0.16687960922718048,-0.0,1.0,279.0,7.0
11,multnoise_0.025,knn,0.43287429213523865,0.0025184602,1.0,1172.0,7.0
12,multnoise_0.025,knn,0.042622871696949005,0.045880135,1.0,500.0,7.0
13,multnoise_0.025,knn,0.2090192437171936,2.8610189e-06,1.0,0.0,0.0
14,multnoise_0.025,knn,0.35648494958877563,3.4570635e-06,1.0,293.0,2.0
15,multnoise_0.025,knn,0.19278883934020996,0.076738976,1.0,1255.0,1.0
16,multnoise_0.025,knn,0.25079190731048584,1.6450747e-05,1.0,1662.0,7.0
17,multnoise_0.025,knn,0.28503891825675964,7.414543e-05,1.0,1623.0,5.0
18,multnoise_0.025,knn,0.3455008268356323,-0.0,1.0,213.0,5.0
19,multnoise_0.025,knn,0.42841264605522156,0.00010895135,1.0,1633.0,7.0
20,multnoise_0.025,knn,0.22264529764652252,-0.0,1.0,524.0,6.0
21,multnoise_0.025,knn,0.1249055415391922,0.000176295,1.0,207.0,6.0
22,multnoise_0.025,knn,0.5443257093429565,0.014309767,1.0,1117.0,14.0
23,multnoise_0.025,knn,0.17103047668933868,3.4808505e-05,1.0,1596.0,8.0
24,multnoise_0.025,knn,0.2017887681722641,0.031751554,1.0,819.0,2.0
25,multnoise_0.025,knn,0.4816816747188568,8.6423e-05,1.0,240.0,6.0
26,multnoise_0.025,knn,0.5375427603721619,0.002005948,1.0,1587.0,7.0
27,multnoise_0.025,knn,1.5293192863464355,0.052435584,1.0,1328.0,1.0
28,multnoise_0.025,knn,0.2822025716304779,0.022512348,1.0,1545.0,14.0
29,multnoise_0.025,knn,0.14798299968242645,0.00019619924,1.0,1005.0,2.0
30,multnoise_0.025,knn,0.45509061217308044,0.0070071905,1.0,1097.0,4.0
31,multnoise_0.025,knn,0.6519606709480286,0.00051723456,1.0,132.0,9.0
32,multnoise_0.025,knn,0.13192619383335114,0.18245332,1.0,308.0,0.0
33,multnoise_0.025,knn,0.08785904943943024,0.75330585,1.0,1261.0,1.0
34,multnoise_0.025,knn,0.37421849370002747,-0.0,1.0,581.0,11.0
35,multnoise_0.025,knn,0.3226272761821747,1.9916785,0.0,1038.0,6.0
36,multnoise_0.025,knn,0.3024566173553467,1.4305105e-06,1.0,363.0,7.0
37,multnoise_0.025,knn,0.2986017167568207,0.006029867,1.0,1250.0,6.0
38,multnoise_0.025,knn,0.18566779792308807,2.2305562,0.0,1481.0,3.0
39,multnoise_0.025,knn,1.5619887113571167,0.0015486402,1.0,1308.0,5.0
40,multnoise_0.025,knn,0.16949185729026794,1.001353e-05,1.0,1167.0,8.0
41,multnoise_0.025,knn,0.08907027542591095,0.0002292132,1.0,1050.0,3.0
42,multnoise_0.025,knn,0.3129015862941742,1.716599e-05,1.0,783.0,2.0
43,multnoise_0.025,knn,2.499866485595703,0.005476235,1.0,1243.0,2.0
44,multnoise_0.025,knn,0.40603014826774597,0.0010135996,1.0,1254.0,6.0
45,multnoise_0.025,knn,0.2289070039987564,0.90123606,0.0,1396.0,6.0
46,multnoise_0.025,knn,0.23882028460502625,0.0673136,1.0,570.0,9.0
47,multnoise_0.025,knn,0.7125738859176636,0.026273508,1.0,349.0,0.0
48,multnoise_0.025,knn,0.37055453658103943,5.0986295,0.0,840.0,3.0
49,multnoise_0.025,knn,0.2672848105430603,0.0045590033,1.0,1656.0,7.0
50,multnoise_0.025,knn,0.7154588103294373,5.960463e-07,1.0,681.0,14.0
51,multnoise_0.025,knn,1.1853693723678589,1.0967195e-05,1.0,1599.0,1.0
52,multnoise_0.025,knn,0.4579085409641266,2.503392e-06,1.0,908.0,6.0
53,multnoise_0.025,knn,0.692004382610321,0.015035397,1.0,506.0,9.0
54,multnoise_0.025,knn,0.3009283244609833,8.368142e-05,1.0,606.0,7.0
55,multnoise_0.025,knn,0.6067584753036499,0.027676623,1.0,596.0,8.0
56,multnoise_0.025,knn,1.736922264099121,3.4570097e-05,1.0,980.0,7.0
57,multnoise_0.025,knn,0.27567344903945923,0.00083602284,1.0,1282.0,2.0
58,multnoise_0.025,knn,0.11747559905052185,-0.0,1.0,557.0,11.0
59,multnoise_0.025,knn,1.7196626663208008,0.49928606,1.0,1054.0,6.0
60,multnoise_0.025,knn,0.7941652536392212,0.12396257,1.0,1608.0,0.0
61,multnoise_0.025,knn,0.14240138232707977,6.544376e-05,1.0,716.0,0.0
62,multnoise_0.025,knn,0.4744279682636261,0.022112831,1.0,48.0,0.0
63,multnoise_0.025,knn,0.4794127345085144,0.15734406,1.0,615.0,7.0
64,multnoise_0.025,knn,0.6822173595428467,1.1920928e-07,1.0,1597.0,14.0
65,multnoise_0.025,knn,0.4145391583442688,0.07056063,1.0,706.0,0.0
66,multnoise_0.025,knn,1.0397917032241821,4.5299425e-06,1.0,842.0,2.0
67,multnoise_0.025,knn,0.24253152310848236,0.0012347224,1.0,232.0,7.0
68,multnoise_0.025,knn,0.3349051773548126,0.0036626654,1.0,1403.0,9.0
69,multnoise_0.025,knn,0.11410517990589142,0.00010358751,1.0,1003.0,0.0
70,multnoise_0.025,knn,0.2779575288295746,0.0041021495,1.0,1589.0,5.0
71,multnoise_0.025,knn,0.4669490456581116,0.04478428,1.0,1544.0,9.0
72,multnoise_0.025,knn,0.7163164019584656,-0.0,1.0,221.0,6.0
73,multnoise_0.025,knn,0.7595453262329102,1.9550132e-05,1.0,477.0,9.0
74,multnoise_0.025,knn,0.4377627968788147,1.1569772,0.0,1326.0,2.0
75,multnoise_0.025,knn,0.30701813101768494,0.025824262,1.0,1286.0,0.0
76,multnoise_0.025,knn,0.5831716060638428,0.00041500063,1.0,970.0,7.0
77,multnoise_0.025,knn,0.43485313653945923,-0.0,1.0,839.0,11.0
78,multnoise_0.025,knn,0.17575222253799438,0.000117533455,1.0,453.0,9.0
79,multnoise_0.025,knn,1.5292121171951294,0.048047565,1.0,309.0,9.0
80,multnoise_0.025,knn,0.2701474726200104,0.017469581,1.0,1077.0,0.0
81,multnoise_0.025,knn,0.449588418006897,0.00040308456,1.0,78.0,14.0
82,multnoise_0.025,knn,0.5335806012153625,0.5466161,1.0,1217.0,5.0
83,multnoise_0.025,knn,0.11260724067687988,0.27503833,1.0,300.0,14.0
84,multnoise_0.025,knn,0.19782035052776337,1.1920928e-07,1.0,645.0,11.0
85,multnoise_0.025,knn,0.31114429235458374,0.011103861,1.0,594.0,9.0
86,multnoise_0.025,knn,0.30348217487335205,0.3736882,1.0,985.0,8.0
87,multnoise_0.025,knn,0.13350911438465118,0.0002337421,1.0,714.0,6.0
88,multnoise_0.025,knn,0.14250141382217407,0.0046648486,1.0,149.0,6.0
89,multnoise_0.025,knn,0.10084661841392517,1.1920928e-07,1.0,1240.0,6.0
90,multnoise_0.025,knn,0.19317170977592468,0.001923974,1.0,204.0,7.0
91,multnoise_0.025,knn,0.1772838681936264,0.22563887,1.0,151.0,2.0
92,multnoise_0.025,knn,0.5054662227630615,0.023006888,1.0,98.0,9.0
93,multnoise_0.025,knn,1.0350629091262817,5.471557e-05,1.0,1543.0,0.0
94,multnoise_0.025,knn,0.2975631654262543,0.014315995,1.0,169.0,7.0
95,multnoise_0.025,knn,0.1936771720647812,0.0001234932,1.0,1531.0,5.0
96,multnoise_0.025,knn,0.36887189745903015,0.0047680726,1.0,187.0,2.0
97,multnoise_0.025,knn,0.227286696434021,-0.0,1.0,379.0,11.0
98,multnoise_0.025,knn,0.23845086991786957,1.2516897e-05,1.0,568.0,1.0
