Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,bias,k,tpr,tnr,ba
OfficeHome,kNN,val_optimal,True,True,Art,Art,Unbiased,-1,0.7222222222222222,0.75,0.7361111111111112
OfficeHome,kNN,val_optimal,True,True,Art,Art,Class,-1,0.7333333333333333,0.7777777777777778,0.7555555555555555
OfficeHome,kNN,val_optimal,True,True,Art,Art,Synthetic,-1,0.6,0.6666666666666667,0.6333333333333333
OfficeHome,kNN,val_optimal,True,True,Art,Art,Temporal,-1,0.6875,0.6923076923076923,0.6899038461538461
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Unbiased,-1,0.9,0.75,0.825
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Class,-1,0.8214285714285714,0.7692307692307692,0.7953296703296703
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Synthetic,-1,0.6785714285714286,0.6923076923076923,0.6854395604395604
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Temporal,-1,0.8571428571428571,0.6923076923076923,0.7747252747252746
OfficeHome,kNN,val_optimal,True,True,Art,Product,Unbiased,-1,0.3333333333333333,0.8333333333333334,0.5833333333333334
OfficeHome,kNN,val_optimal,True,True,Art,Product,Class,-1,0.3333333333333333,0.8095238095238095,0.5714285714285714
OfficeHome,kNN,val_optimal,True,True,Art,Product,Synthetic,-1,0.6666666666666666,0.7333333333333334,0.7
OfficeHome,kNN,val_optimal,True,True,Art,Product,Temporal,-1,0.2222222222222222,0.8222222222222222,0.5222222222222221
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Unbiased,-1,0.7222222222222222,0.75,0.7361111111111112
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Class,-1,0.7333333333333333,0.7777777777777778,0.7555555555555555
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Synthetic,-1,0.6,0.6666666666666667,0.6333333333333333
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Temporal,-1,0.6875,0.6923076923076923,0.6899038461538461
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Unbiased,-1,0.9,0.75,0.825
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Class,-1,0.8214285714285714,0.7692307692307692,0.7953296703296703
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Synthetic,-1,0.6785714285714286,0.6923076923076923,0.6854395604395604
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Temporal,-1,0.8571428571428571,0.6923076923076923,0.7747252747252746
OfficeHome,kNN,val_optimal,True,True,Clipart,Product,Unbiased,-1,0.3333333333333333,0.8333333333333334,0.5833333333333334
OfficeHome,kNN,val_optimal,True,True,Clipart,Product,Class,-1,0.3333333333333333,0.8095238095238095,0.5714285714285714
OfficeHome,kNN,val_optimal,True,True,Clipart,Product,Synthetic,-1,0.6666666666666666,0.7333333333333334,0.7
OfficeHome,kNN,val_optimal,True,True,Clipart,Product,Temporal,-1,0.2222222222222222,0.8222222222222222,0.5222222222222221
OfficeHome,kNN,val_optimal,True,True,Product,Art,Unbiased,-1,0.1111111111111111,0.5,0.3055555555555556
OfficeHome,kNN,val_optimal,True,True,Product,Art,Class,-1,0.06666666666666667,0.33333333333333337,0.2
OfficeHome,kNN,val_optimal,True,True,Product,Art,Synthetic,-1,0.4,0.4444444444444444,0.4222222222222222
OfficeHome,kNN,val_optimal,True,True,Product,Art,Temporal,-1,0.125,0.5384615384615384,0.3317307692307692
OfficeHome,kNN,val_optimal,True,True,Product,Clipart,Unbiased,-1,0.03333333333333333,0.5,0.26666666666666666
OfficeHome,kNN,val_optimal,True,True,Product,Clipart,Class,-1,0.07142857142857142,0.34615384615384615,0.20879120879120877
OfficeHome,kNN,val_optimal,True,True,Product,Clipart,Synthetic,-1,0.2857142857142857,0.42307692307692313,0.3543956043956044
OfficeHome,kNN,val_optimal,True,True,Product,Clipart,Temporal,-1,0.03571428571428571,0.5384615384615384,0.28708791208791207
OfficeHome,kNN,val_optimal,True,True,Product,Product,Unbiased,-1,0.5833333333333334,0.30952380952380953,0.44642857142857145
OfficeHome,kNN,val_optimal,True,True,Product,Product,Class,-1,0.5833333333333334,0.2857142857142857,0.43452380952380953
