Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,bias,k,tpr,tnr,ba
NICO,kNN,val_optimal,True,True,outdoor,outdoor,Unbiased,-1,0.9796257796257797,0.8741721854304636,0.9268989825281216
NICO,kNN,val_optimal,True,True,outdoor,outdoor,Class,-1,0.9653961885656971,0.5870445344129555,0.7762203614893263
NICO,kNN,val_optimal,True,True,outdoor,outdoor,Synthetic,-1,0.8711472602739726,0.7272727272727273,0.7992099937733499
NICO,kNN,val_optimal,True,True,outdoor,outdoor,Temporal,-1,0.9736346516007532,0.6347826086956522,0.8042086301482028
NICO,kNN,val_optimal,True,True,outdoor,water,Unbiased,-1,0.9868766404199475,0.8859060402684564,0.9363913403442019
NICO,kNN,val_optimal,True,True,outdoor,water,Class,-1,0.972997299729973,0.7845303867403315,0.8787638432351522
NICO,kNN,val_optimal,True,True,outdoor,water,Synthetic,-1,0.8609515996718622,0.6124031007751938,0.736677350223528
NICO,kNN,val_optimal,True,True,outdoor,water,Temporal,-1,0.97141619748809,0.6234817813765182,0.7974489894323041
NICO,kNN,val_optimal,True,True,outdoor,rock,Unbiased,-1,0.9817833173537871,0.8461538461538461,0.9139685817538166
NICO,kNN,val_optimal,True,True,outdoor,rock,Class,-1,0.9669491525423729,0.7295918367346939,0.8482704946385333
NICO,kNN,val_optimal,True,True,outdoor,rock,Synthetic,-1,0.8861949529935675,0.6832579185520362,0.7847264357728019
NICO,kNN,val_optimal,True,True,outdoor,rock,Temporal,-1,0.9743918053777209,0.42209631728045327,0.698244061329087
NICO,kNN,val_optimal,True,True,outdoor,grass,Unbiased,-1,0.9762076423936553,0.868421052631579,0.9223143475126172
NICO,kNN,val_optimal,True,True,outdoor,grass,Class,-1,0.9672935404742437,0.5760000000000001,0.7716467702371219
NICO,kNN,val_optimal,True,True,outdoor,grass,Synthetic,-1,0.8986547085201794,0.7853107344632768,0.8419827214917281
NICO,kNN,val_optimal,True,True,outdoor,grass,Temporal,-1,0.9680247550283652,0.4884488448844885,0.7282367999564268
NICO,kNN,val_optimal,True,True,outdoor,autumn,Unbiased,-1,0.9830908375933937,0.8627450980392157,0.9229179678163046
NICO,kNN,val_optimal,True,True,outdoor,autumn,Class,-1,0.9542772861356932,0.7704918032786885,0.8623845447071908
NICO,kNN,val_optimal,True,True,outdoor,autumn,Synthetic,-1,0.8753709198813057,0.7801047120418848,0.8277378159615952
NICO,kNN,val_optimal,True,True,outdoor,autumn,Temporal,-1,0.9652509652509652,0.6188524590163935,0.7920517121336794
NICO,kNN,val_optimal,True,True,water,outdoor,Unbiased,-1,0.9272349272349273,0.9337748344370861,0.9305048808360067
NICO,kNN,val_optimal,True,True,water,outdoor,Class,-1,0.89518555667001,0.611336032388664,0.753260794529337
NICO,kNN,val_optimal,True,True,water,outdoor,Synthetic,-1,0.773972602739726,0.8181818181818181,0.7960772104607721
NICO,kNN,val_optimal,True,True,water,outdoor,Temporal,-1,0.928436911487759,0.6478260869565218,0.7881314992221404
NICO,kNN,val_optimal,True,True,water,water,Unbiased,-1,0.9728783902012248,0.9530201342281879,0.9629492622147063
NICO,kNN,val_optimal,True,True,water,water,Class,-1,0.9288928892889289,0.7845303867403315,0.8567116380146302
NICO,kNN,val_optimal,True,True,water,water,Synthetic,-1,0.7871205906480722,0.6589147286821706,0.7230176596651214
NICO,kNN,val_optimal,True,True,water,water,Temporal,-1,0.9055868341273279,0.6518218623481782,0.778704348237753
NICO,kNN,val_optimal,True,True,water,rock,Unbiased,-1,0.9419942473633749,0.9038461538461539,0.9229202006047643
NICO,kNN,val_optimal,True,True,water,rock,Class,-1,0.8940677966101694,0.7602040816326531,0.8271359391214113
NICO,kNN,val_optimal,True,True,water,rock,Synthetic,-1,0.7986145472538347,0.7285067873303168,0.7635606672920758
NICO,kNN,val_optimal,True,True,water,rock,Temporal,-1,0.9090909090909091,0.46458923512747874,0.6868400721091938
NICO,kNN,val_optimal,True,True,water,grass,Unbiased,-1,0.9113193943763518,0.9342105263157895,0.9227649603460706
NICO,kNN,val_optimal,True,True,water,grass,Class,-1,0.8977923139820114,0.5920000000000001,0.7448961569910058
NICO,kNN,val_optimal,True,True,water,grass,Synthetic,-1,0.8242152466367713,0.8248587570621468,0.8245370018494591
NICO,kNN,val_optimal,True,True,water,grass,Temporal,-1,0.9035585353274884,0.5313531353135313,0.7174558353205098
