Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,bias,k,tpr,tnr,ba
OfficeHome,kNN,val_optimal,True,True,Art,Art,Unbiased,-1,0.8333333333333334,0.5,0.6666666666666667
OfficeHome,kNN,val_optimal,True,True,Art,Art,Class,-1,0.7857142857142857,0.5714285714285714,0.6785714285714286
OfficeHome,kNN,val_optimal,True,True,Art,Art,Synthetic,-1,0.75,0.6071428571428572,0.6785714285714286
OfficeHome,kNN,val_optimal,True,True,Art,Art,Temporal,-1,0.7941176470588235,0.56,0.6770588235294117
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Unbiased,-1,0.8620689655172413,0.5,0.6810344827586207
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Class,-1,0.7884615384615384,0.5535714285714286,0.6710164835164836
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Synthetic,-1,0.6981132075471698,0.6,0.6490566037735849
OfficeHome,kNN,val_optimal,True,True,Art,Clipart,Temporal,-1,0.9310344827586207,0.5800000000000001,0.7555172413793103
OfficeHome,kNN,val_optimal,True,True,Art,Product,Unbiased,-1,0.23529411764705882,0.6086956521739131,0.421994884910486
OfficeHome,kNN,val_optimal,True,True,Art,Product,Class,-1,0.6470588235294118,0.6521739130434783,0.6496163682864451
OfficeHome,kNN,val_optimal,True,True,Art,Product,Synthetic,-1,0.8947368421052632,0.6666666666666667,0.7807017543859649
OfficeHome,kNN,val_optimal,True,True,Art,Product,Temporal,-1,0.5454545454545454,0.6781609195402298,0.6118077324973876
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Unbiased,-1,0.6666666666666666,0.5740740740740741,0.6203703703703703
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Class,-1,0.7142857142857143,0.625,0.6696428571428572
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Synthetic,-1,0.75,0.6785714285714286,0.7142857142857143
OfficeHome,kNN,val_optimal,True,True,Clipart,Art,Temporal,-1,0.6764705882352942,0.62,0.648235294117647
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Unbiased,-1,0.8275862068965517,0.5800000000000001,0.7037931034482758
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Class,-1,0.7692307692307693,0.6071428571428572,0.6881868131868132
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Synthetic,-1,0.6981132075471698,0.6727272727272727,0.6854202401372212
OfficeHome,kNN,val_optimal,True,True,Clipart,Clipart,Temporal,-1,0.8793103448275862,0.64,0.7596551724137931
