Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,bias,k,tpr,tnr,ba
Polyp,kNN,val_optimal,True,True,EtisLaribDB,EtisLaribDB,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,EtisLaribDB,EtisLaribDB,Synthetic,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,EtisLaribDB,EtisLaribDB,Temporal,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,EtisLaribDB,CVC-ClinicDB,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,EtisLaribDB,CVC-ClinicDB,Synthetic,-1,0.8333333333333334,1.0,0.9166666666666667
Polyp,kNN,val_optimal,True,True,EtisLaribDB,CVC-ClinicDB,Temporal,-1,0.7647058823529411,0.6,0.6823529411764706
Polyp,kNN,val_optimal,True,True,EtisLaribDB,EndoCV2020,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,EtisLaribDB,EndoCV2020,Synthetic,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,EtisLaribDB,EndoCV2020,Temporal,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,EtisLaribDB,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,EtisLaribDB,Synthetic,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,EtisLaribDB,Temporal,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,CVC-ClinicDB,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,CVC-ClinicDB,Synthetic,-1,1.0,0.75,0.875
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,CVC-ClinicDB,Temporal,-1,0.8823529411764706,0.6,0.7411764705882353
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,EndoCV2020,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,EndoCV2020,Synthetic,-1,1.0,0.75,0.875
Polyp,kNN,val_optimal,True,True,CVC-ClinicDB,EndoCV2020,Temporal,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,EndoCV2020,EtisLaribDB,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,EndoCV2020,EtisLaribDB,Synthetic,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,EndoCV2020,EtisLaribDB,Temporal,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,EndoCV2020,CVC-ClinicDB,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,EndoCV2020,CVC-ClinicDB,Synthetic,-1,0.9444444444444444,0.75,0.8472222222222222
Polyp,kNN,val_optimal,True,True,EndoCV2020,CVC-ClinicDB,Temporal,-1,0.8823529411764706,0.6,0.7411764705882353
Polyp,kNN,val_optimal,True,True,EndoCV2020,EndoCV2020,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,True,EndoCV2020,EndoCV2020,Synthetic,-1,1.0,0.75,0.875
Polyp,kNN,val_optimal,True,True,EndoCV2020,EndoCV2020,Temporal,-1,1.0,1.0,1.0
Polyp,kNN,ind_span,True,True,EtisLaribDB,EtisLaribDB,Unbiased,-1,1.0,0.0,0.5
Polyp,kNN,ind_span,True,True,EtisLaribDB,EtisLaribDB,Synthetic,-1,1.0,0.33333333333333337,0.6666666666666667
Polyp,kNN,ind_span,True,True,EtisLaribDB,EtisLaribDB,Temporal,-1,1.0,0.33333333333333337,0.6666666666666667
Polyp,kNN,ind_span,True,True,EtisLaribDB,CVC-ClinicDB,Unbiased,-1,1.0,0.0,0.5
Polyp,kNN,ind_span,True,True,EtisLaribDB,CVC-ClinicDB,Synthetic,-1,1.0,0.25,0.625
Polyp,kNN,ind_span,True,True,EtisLaribDB,CVC-ClinicDB,Temporal,-1,1.0,0.19999999999999996,0.6
Polyp,kNN,ind_span,True,True,EtisLaribDB,EndoCV2020,Unbiased,-1,1.0,0.0,0.5
Polyp,kNN,ind_span,True,True,EtisLaribDB,EndoCV2020,Synthetic,-1,1.0,0.25,0.625
Polyp,kNN,ind_span,True,True,EtisLaribDB,EndoCV2020,Temporal,-1,1.0,0.33333333333333337,0.6666666666666667
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,EtisLaribDB,Unbiased,-1,1.0,0.0,0.5
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,EtisLaribDB,Synthetic,-1,1.0,0.33333333333333337,0.6666666666666667
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,EtisLaribDB,Temporal,-1,1.0,0.33333333333333337,0.6666666666666667
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,CVC-ClinicDB,Unbiased,-1,1.0,0.0,0.5
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,CVC-ClinicDB,Synthetic,-1,1.0,0.25,0.625
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,CVC-ClinicDB,Temporal,-1,1.0,0.19999999999999996,0.6
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,EndoCV2020,Unbiased,-1,1.0,0.0,0.5
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,EndoCV2020,Synthetic,-1,1.0,0.25,0.625
Polyp,kNN,ind_span,True,True,CVC-ClinicDB,EndoCV2020,Temporal,-1,1.0,0.33333333333333337,0.6666666666666667
Polyp,kNN,ind_span,True,True,EndoCV2020,EtisLaribDB,Unbiased,-1,1.0,0.0,0.5
Polyp,kNN,ind_span,True,True,EndoCV2020,EtisLaribDB,Synthetic,-1,1.0,0.33333333333333337,0.6666666666666667
Polyp,kNN,ind_span,True,True,EndoCV2020,EtisLaribDB,Temporal,-1,1.0,0.33333333333333337,0.6666666666666667
Polyp,kNN,ind_span,True,True,EndoCV2020,CVC-ClinicDB,Unbiased,-1,1.0,0.0,0.5
Polyp,kNN,ind_span,True,True,EndoCV2020,CVC-ClinicDB,Synthetic,-1,1.0,0.25,0.625
Polyp,kNN,ind_span,True,True,EndoCV2020,CVC-ClinicDB,Temporal,-1,1.0,0.19999999999999996,0.6
Polyp,kNN,ind_span,True,True,EndoCV2020,EndoCV2020,Unbiased,-1,1.0,0.0,0.5
Polyp,kNN,ind_span,True,True,EndoCV2020,EndoCV2020,Synthetic,-1,1.0,0.25,0.625
Polyp,kNN,ind_span,True,True,EndoCV2020,EndoCV2020,Temporal,-1,1.0,0.33333333333333337,0.6666666666666667
Polyp,kNN,logistic,True,True,EtisLaribDB,EtisLaribDB,Unbiased,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,EtisLaribDB,EtisLaribDB,Synthetic,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,EtisLaribDB,EtisLaribDB,Temporal,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,EtisLaribDB,CVC-ClinicDB,Unbiased,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,EtisLaribDB,CVC-ClinicDB,Synthetic,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,EtisLaribDB,CVC-ClinicDB,Temporal,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,EtisLaribDB,EndoCV2020,Unbiased,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,EtisLaribDB,EndoCV2020,Synthetic,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,EtisLaribDB,EndoCV2020,Temporal,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,CVC-ClinicDB,EtisLaribDB,Unbiased,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,CVC-ClinicDB,EtisLaribDB,Synthetic,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,CVC-ClinicDB,EtisLaribDB,Temporal,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,CVC-ClinicDB,CVC-ClinicDB,Unbiased,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,CVC-ClinicDB,CVC-ClinicDB,Synthetic,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,CVC-ClinicDB,CVC-ClinicDB,Temporal,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,CVC-ClinicDB,EndoCV2020,Unbiased,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,CVC-ClinicDB,EndoCV2020,Synthetic,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,CVC-ClinicDB,EndoCV2020,Temporal,-1,1.0,0.0,0.5
Polyp,kNN,logistic,True,True,EndoCV2020,EtisLaribDB,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,logistic,True,True,EndoCV2020,EtisLaribDB,Synthetic,-1,1.0,1.0,1.0
Polyp,kNN,logistic,True,True,EndoCV2020,EtisLaribDB,Temporal,-1,1.0,1.0,1.0
Polyp,kNN,logistic,True,True,EndoCV2020,CVC-ClinicDB,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,logistic,True,True,EndoCV2020,CVC-ClinicDB,Synthetic,-1,0.9444444444444444,0.75,0.8472222222222222
Polyp,kNN,logistic,True,True,EndoCV2020,CVC-ClinicDB,Temporal,-1,0.8823529411764706,0.6,0.7411764705882353
Polyp,kNN,logistic,True,True,EndoCV2020,EndoCV2020,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,logistic,True,True,EndoCV2020,EndoCV2020,Synthetic,-1,1.0,0.75,0.875
Polyp,kNN,logistic,True,True,EndoCV2020,EndoCV2020,Temporal,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,EtisLaribDB,EtisLaribDB,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,EtisLaribDB,EtisLaribDB,Synthetic,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,EtisLaribDB,EtisLaribDB,Temporal,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,EtisLaribDB,CVC-ClinicDB,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,EtisLaribDB,CVC-ClinicDB,Synthetic,-1,0.8333333333333334,1.0,0.9166666666666667
Polyp,kNN,val_optimal,True,False,EtisLaribDB,CVC-ClinicDB,Temporal,-1,0.7647058823529411,0.6,0.6823529411764706
Polyp,kNN,val_optimal,True,False,EtisLaribDB,EndoCV2020,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,EtisLaribDB,EndoCV2020,Synthetic,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,EtisLaribDB,EndoCV2020,Temporal,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,CVC-ClinicDB,EtisLaribDB,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,CVC-ClinicDB,EtisLaribDB,Synthetic,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,CVC-ClinicDB,EtisLaribDB,Temporal,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,CVC-ClinicDB,CVC-ClinicDB,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,CVC-ClinicDB,CVC-ClinicDB,Synthetic,-1,1.0,0.75,0.875
Polyp,kNN,val_optimal,True,False,CVC-ClinicDB,CVC-ClinicDB,Temporal,-1,0.8823529411764706,0.6,0.7411764705882353
Polyp,kNN,val_optimal,True,False,CVC-ClinicDB,EndoCV2020,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,CVC-ClinicDB,EndoCV2020,Synthetic,-1,1.0,0.75,0.875
Polyp,kNN,val_optimal,True,False,CVC-ClinicDB,EndoCV2020,Temporal,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,EndoCV2020,EtisLaribDB,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,EndoCV2020,EtisLaribDB,Synthetic,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,EndoCV2020,EtisLaribDB,Temporal,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,EndoCV2020,CVC-ClinicDB,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,EndoCV2020,CVC-ClinicDB,Synthetic,-1,0.9444444444444444,0.75,0.8472222222222222
Polyp,kNN,val_optimal,True,False,EndoCV2020,CVC-ClinicDB,Temporal,-1,0.8823529411764706,0.6,0.7411764705882353
Polyp,kNN,val_optimal,True,False,EndoCV2020,EndoCV2020,Unbiased,-1,1.0,1.0,1.0
Polyp,kNN,val_optimal,True,False,EndoCV2020,EndoCV2020,Synthetic,-1,1.0,0.75,0.875
Polyp,kNN,val_optimal,True,False,EndoCV2020,EndoCV2020,Temporal,-1,1.0,1.0,1.0
Polyp,kNN,ind_span,True,False,EtisLaribDB,EtisLaribDB,Unbiased,-1,1.0,0.0,0.5
