Dataset,feature_name,Threshold Method,OoD==f(x)=y,Performance Calibrated,OoD Val Fold,OoD Test Fold,bias,k,tpr,tnr,ba
Office31,kNN,val_optimal,True,True,webcam,webcam,Unbiased,-1,0.96,1.0,0.98
Office31,kNN,val_optimal,True,True,webcam,webcam,Synthetic,-1,0.9583333333333334,1.0,0.9791666666666667
Office31,kNN,val_optimal,True,True,webcam,dslr,Unbiased,-1,0.9375,1.0,0.96875
Office31,kNN,val_optimal,True,True,webcam,dslr,Synthetic,-1,1.0,1.0,1.0
Office31,kNN,val_optimal,True,True,dslr,webcam,Unbiased,-1,0.96,1.0,0.98
Office31,kNN,val_optimal,True,True,dslr,webcam,Synthetic,-1,0.8333333333333334,1.0,0.9166666666666667
Office31,kNN,val_optimal,True,True,dslr,dslr,Unbiased,-1,0.9375,1.0,0.96875
Office31,kNN,val_optimal,True,True,dslr,dslr,Synthetic,-1,1.0,1.0,1.0
Office31,kNN,ind_span,True,True,webcam,webcam,Unbiased,-1,0.96,0.1428571428571429,0.5514285714285714
Office31,kNN,ind_span,True,True,webcam,webcam,Synthetic,-1,1.0,0.375,0.6875
Office31,kNN,ind_span,True,True,webcam,dslr,Unbiased,-1,0.9375,0.1428571428571429,0.5401785714285714
Office31,kNN,ind_span,True,True,webcam,dslr,Synthetic,-1,1.0,0.375,0.6875
Office31,kNN,ind_span,True,True,dslr,webcam,Unbiased,-1,0.96,0.1428571428571429,0.5514285714285714
Office31,kNN,ind_span,True,True,dslr,webcam,Synthetic,-1,1.0,0.375,0.6875
Office31,kNN,ind_span,True,True,dslr,dslr,Unbiased,-1,0.9375,0.1428571428571429,0.5401785714285714
Office31,kNN,ind_span,True,True,dslr,dslr,Synthetic,-1,1.0,0.375,0.6875
Office31,kNN,logistic,True,True,webcam,webcam,Unbiased,-1,0.96,1.0,0.98
Office31,kNN,logistic,True,True,webcam,webcam,Synthetic,-1,1.0,1.0,1.0
Office31,kNN,logistic,True,True,webcam,dslr,Unbiased,-1,0.9375,1.0,0.96875
Office31,kNN,logistic,True,True,webcam,dslr,Synthetic,-1,1.0,1.0,1.0
Office31,kNN,logistic,True,True,dslr,webcam,Unbiased,-1,0.96,1.0,0.98
Office31,kNN,logistic,True,True,dslr,webcam,Synthetic,-1,0.9166666666666666,1.0,0.9583333333333333
Office31,kNN,logistic,True,True,dslr,dslr,Unbiased,-1,0.9375,1.0,0.96875
Office31,kNN,logistic,True,True,dslr,dslr,Synthetic,-1,1.0,1.0,1.0
Office31,kNN,val_optimal,True,False,webcam,webcam,Unbiased,-1,1.0,1.0,1.0
Office31,kNN,val_optimal,True,False,webcam,webcam,Synthetic,-1,0.9583333333333334,1.0,0.9791666666666667
Office31,kNN,val_optimal,True,False,webcam,dslr,Unbiased,-1,0.9375,1.0,0.96875
Office31,kNN,val_optimal,True,False,webcam,dslr,Synthetic,-1,1.0,1.0,1.0
Office31,kNN,val_optimal,True,False,dslr,webcam,Unbiased,-1,1.0,1.0,1.0
Office31,kNN,val_optimal,True,False,dslr,webcam,Synthetic,-1,0.8333333333333334,1.0,0.9166666666666667
Office31,kNN,val_optimal,True,False,dslr,dslr,Unbiased,-1,0.9375,1.0,0.96875
Office31,kNN,val_optimal,True,False,dslr,dslr,Synthetic,-1,1.0,1.0,1.0
Office31,kNN,ind_span,True,False,webcam,webcam,Unbiased,-1,1.0,0.25,0.625
Office31,kNN,ind_span,True,False,webcam,webcam,Synthetic,-1,1.0,0.375,0.6875
Office31,kNN,ind_span,True,False,webcam,dslr,Unbiased,-1,0.9375,0.1428571428571429,0.5401785714285714
Office31,kNN,ind_span,True,False,webcam,dslr,Synthetic,-1,1.0,0.375,0.6875
Office31,kNN,ind_span,True,False,dslr,webcam,Unbiased,-1,1.0,0.25,0.625
Office31,kNN,ind_span,True,False,dslr,webcam,Synthetic,-1,1.0,0.375,0.6875
Office31,kNN,ind_span,True,False,dslr,dslr,Unbiased,-1,0.9375,0.1428571428571429,0.5401785714285714
Office31,kNN,ind_span,True,False,dslr,dslr,Synthetic,-1,1.0,0.375,0.6875
Office31,kNN,logistic,True,False,webcam,webcam,Unbiased,-1,1.0,1.0,1.0
Office31,kNN,logistic,True,False,webcam,webcam,Synthetic,-1,1.0,1.0,1.0
Office31,kNN,logistic,True,False,webcam,dslr,Unbiased,-1,0.9375,1.0,0.96875
Office31,kNN,logistic,True,False,webcam,dslr,Synthetic,-1,1.0,1.0,1.0
Office31,kNN,logistic,True,False,dslr,webcam,Unbiased,-1,1.0,1.0,1.0
Office31,kNN,logistic,True,False,dslr,webcam,Synthetic,-1,0.9166666666666666,1.0,0.9583333333333333
Office31,kNN,logistic,True,False,dslr,dslr,Unbiased,-1,0.9375,1.0,0.96875
Office31,kNN,logistic,True,False,dslr,dslr,Synthetic,-1,1.0,1.0,1.0
Office31,kNN,val_optimal,False,False,webcam,webcam,Unbiased,-1,1.0,1.0,1.0
Office31,kNN,val_optimal,False,False,webcam,webcam,Synthetic,-1,0.9583333333333334,1.0,0.9791666666666667
Office31,kNN,val_optimal,False,False,webcam,dslr,Unbiased,-1,1.0,1.0,1.0
Office31,kNN,val_optimal,False,False,webcam,dslr,Synthetic,-1,1.0,1.0,1.0
Office31,kNN,val_optimal,False,False,dslr,webcam,Unbiased,-1,1.0,1.0,1.0
Office31,kNN,val_optimal,False,False,dslr,webcam,Synthetic,-1,0.8333333333333334,1.0,0.9166666666666667
Office31,kNN,val_optimal,False,False,dslr,dslr,Unbiased,-1,1.0,1.0,1.0
Office31,kNN,val_optimal,False,False,dslr,dslr,Synthetic,-1,1.0,1.0,1.0
Office31,kNN,ind_span,False,False,webcam,webcam,Unbiased,-1,1.0,0.25,0.625
Office31,kNN,ind_span,False,False,webcam,webcam,Synthetic,-1,1.0,0.375,0.6875
Office31,kNN,ind_span,False,False,webcam,dslr,Unbiased,-1,1.0,0.25,0.625
Office31,kNN,ind_span,False,False,webcam,dslr,Synthetic,-1,1.0,0.375,0.6875
Office31,kNN,ind_span,False,False,dslr,webcam,Unbiased,-1,1.0,0.25,0.625
Office31,kNN,ind_span,False,False,dslr,webcam,Synthetic,-1,1.0,0.375,0.6875
