,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,Calibrated By Fold,test_set,val_set
0,Base Tree,350.5,1013.3822703699819,635.0,0.9379701196114784,1.0,0.0,0.0,7.270167523494696e-05,0.9380000000000001,0.527,0.527,0.9166,0.9953333333333333,7.270167523494696e-05,0.06202988038852162,kNN,0.0,False,OoD Test,OoD Test
1,Detector Tree,350.5,1002.25865495553,635.0,0.9407093360746234,1.0,0.0,0.0,7.270167523494696e-05,0.9380000000000001,0.527,0.527,0.9166,0.9953333333333333,7.270167523494696e-05,0.05929066392537671,kNN,0.0,False,OoD Test,OoD Test
0,Base Tree,350.5,1202.4541088172587,752.8721804511279,0.9069747362594658,0.9806766917293234,0.07413533834586467,0.07413533834586467,0.07548725970932885,0.9380000000000001,0.527,0.527,0.9166,0.9953333333333333,0.025997261594662174,0.0737019554698575,kNN,0.1,False,OoD Test,OoD Test
1,Detector Tree,350.5,1097.267795736567,725.4451127819548,0.9068146844252644,0.9806766917293234,0.07413533834586467,0.07413533834586467,0.07548725970932885,0.9380000000000001,0.527,0.527,0.9166,0.9953333333333333,0.025997261594662174,0.07386200730405894,kNN,0.1,False,OoD Test,OoD Test
0,Base Tree,350.5,1449.944703285372,1096.704260651629,0.8664025076581356,0.924310776942356,0.17330827067669174,0.17330827067669174,0.17420314438409787,0.9380000000000001,0.527,0.527,0.9166,0.9953333333333333,0.026480632460601793,0.05790826928422018,kNN,0.2,False,OoD Test,OoD Test
1,Detector Tree,350.5,1221.632528871377,846.4360902255639,0.8624473817382031,0.924310776942356,0.17330827067669174,0.17330827067669174,0.17420314438409787,0.9380000000000001,0.527,0.527,0.9166,0.9953333333333333,0.026480632460601793,0.061863395204152856,kNN,0.2,False,OoD Test,OoD Test
0,Base Tree,350.5,1729.9469941026998,1512.5438596491229,0.8205004927700492,0.8561403508771929,0.2696741854636591,0.2696741854636591,0.28588687890498965,0.9380000000000001,0.527,0.527,0.9166,0.9953333333333333,0.01662484671361132,0.03634607298273463,kNN,0.30000000000000004,False,OoD Test,OoD Test
1,Detector Tree,350.5,1362.3344826141845,964.0025062656641,0.8122517514094574,0.8561403508771929,0.2696741854636591,0.2696741854636591,0.28588687890498965,0.9380000000000001,0.527,0.527,0.9166,0.9953333333333333,0.01662484671361132,0.04405440337821635,kNN,0.30000000000000004,False,OoD Test,OoD Test
0,Base Tree,350.5,2046.901754459253,1899.7944862155389,0.7685406959902863,0.79265664160401,0.38162907268170426,0.38162907268170426,0.41230974211609145,0.9380000000000001,0.527,0.527,0.9166,0.9953333333333333,0.022714583080260767,0.028401257548432843,kNN,0.4,False,OoD Test,OoD Test
1,Detector Tree,350.5,1521.6051582221376,1100.5874686716793,0.755431702061457,0.79265664160401,0.38162907268170426,0.38162907268170426,0.41230974211609145,0.9380000000000001,0.527,0.527,0.9166,0.9953333333333333,0.022714583080260767,0.03841423864727402,kNN,0.4,False,OoD Test,OoD Test
