,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,Rate Error,Accuracy Error,tpr,tnr,ba,rate,test_set,val_set,Dataset
0,Base Tree,350.5,5109.0808823529405,4459.042606516291,0.2665441176470588,0.3731077694235589,0.5279448621553885,0.0,0.5,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.5,0.10998286156567891,0.5,0.5,0.5,0.0,webcam,noise,Office31
1,Detector Tree,350.5,3120.6499551299476,2887.844110275689,0.2683128802209788,0.3731077694235589,0.5279448621553885,0.0,0.5,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.5,0.10854214017088192,0.5,0.5,0.5,0.0,webcam,noise,Office31
0,Base Tree,350.5,5101.183932513063,4487.020050125313,0.26783869958802237,0.36852130325814536,0.48175438596491227,0.0,0.4958573377889167,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.4958573377889167,0.10068260367012302,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,webcam,noise,Office31
1,Detector Tree,350.5,3115.117319498424,3170.7193984962405,0.26733750545272805,0.36852130325814536,0.48175438596491227,0.0,0.4958573377889167,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.4958573377889167,0.10118379780541731,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,webcam,noise,Office31
0,Base Tree,350.5,5066.363364600225,4289.190476190476,0.27354698940979905,0.40095238095238095,0.4054385964912281,0.0,0.4775908103592314,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.4775908103592314,0.12740539154258193,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.0,webcam,noise,Office31
1,Detector Tree,350.5,3051.484360448518,3159.604611528822,0.27496480302490794,0.40095238095238095,0.4054385964912281,0.0,0.4775908103592314,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.4775908103592314,0.12598757792747303,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.0,webcam,noise,Office31
0,Base Tree,350.5,5003.241327737235,4277.724310776943,0.28389486430537125,0.4028320802005012,0.33115288220551375,0.0,0.44447761069340025,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.44447761069340025,0.11893721589513,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,webcam,noise,Office31
1,Detector Tree,350.5,3078.9530924282312,3514.0222055137847,0.2790905380640242,0.4028320802005012,0.33115288220551375,0.0,0.44447761069340025,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.44447761069340025,0.1237415421364771,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,webcam,noise,Office31
0,Base Tree,350.5,4930.550563500254,4296.375939849624,0.29581138303274523,0.39977443609022556,0.2893233082706767,0.0,0.40634475076580334,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.40634475076580334,0.1039630530574803,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.0,webcam,noise,Office31
1,Detector Tree,350.5,3143.792076936188,3471.0080952380954,0.28318275391631786,0.39977443609022556,0.2893233082706767,0.0,0.40634475076580334,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.40634475076580334,0.11659168217390768,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.0,webcam,noise,Office31
0,Base Tree,350.5,4838.69967760496,4443.142857142857,0.3108689053106623,0.3757142857142857,0.25122807017543863,0.0,0.358160679476469,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.358160679476469,0.06498660355955248,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,webcam,noise,Office31
1,Detector Tree,350.5,3137.5196824466752,3759.025388471178,0.30611480476596004,0.3757142857142857,0.25122807017543863,0.0,0.358160679476469,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.358160679476469,0.06967005081355612,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.0,webcam,noise,Office31
0,Base Tree,350.5,4658.06404338051,4555.358395989975,0.34048130436385077,0.35731829573934837,0.14711779448621554,0.0,0.2634010025062658,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.2634010025062658,0.04819834819892871,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.0,webcam,noise,Office31
1,Detector Tree,350.5,3255.236074468041,4055.105012531328,0.34124214072729836,0.35731829573934837,0.14711779448621554,0.0,0.2634010025062658,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.2634010025062658,0.04806182335365815,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.0,webcam,noise,Office31
0,Base Tree,350.5,4525.986504916294,4325.729323308271,0.36213335984978784,0.3949624060150376,0.10674185463659148,0.0,0.19411442495126707,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.19411442495126707,0.04590701580339739,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,webcam,noise,Office31
1,Detector Tree,350.5,3417.7107533028784,4155.221127819549,0.3595632675768902,0.3949624060150376,0.10674185463659148,0.0,0.19411442495126707,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.19411442495126707,0.04687347804313706,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.0,webcam,noise,Office31
0,Base Tree,350.5,4346.028383049126,4439.932330827068,0.391634691303422,0.37624060150375943,0.047092731829573936,0.0,0.09971016429963798,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.09971016429963798,0.03609993939096107,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.0,webcam,noise,Office31
1,Detector Tree,350.5,3651.948028767822,4275.714235588973,0.4095541340346294,0.37624060150375943,0.047092731829573936,0.0,0.09971016429963798,0.4227941176470588,0.11029411764705882,0.05357142857142857,0.09971016429963798,0.04273570532109812,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.0,webcam,noise,Office31
