,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,Calibrated By Fold,test_set,val_set
0,Base Tree,350.5,1861.0999999999997,3310.285714285714,0.7990000000000002,0.5614285714285714,0.0,0.0,0.0,0.7990000000000002,0.0,0.0,0.4829,1.0,0.0,0.2375714285714286,kNN,0.0,False,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1793.9999999999993,3310.285714285714,0.8099999999999999,0.5614285714285714,0.0,0.0,0.0,0.7990000000000002,0.0,0.0,0.4829,1.0,0.0,0.24857142857142864,kNN,0.0,False,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,1861.0999999999997,3540.9849624060153,0.7990000000000002,0.523609022556391,0.0,0.0843859649122807,0.0,0.7990000000000002,0.0,0.0,0.4829,1.0,0.10000000000000002,0.2753909774436091,kNN,0.1,False,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1793.9999999999993,3540.9849624060153,0.8099999999999999,0.523609022556391,0.0,0.0843859649122807,0.0,0.7990000000000002,0.0,0.0,0.4829,1.0,0.10000000000000002,0.28639097744360903,kNN,0.1,False,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,1861.0999999999997,3915.8521303258144,0.7990000000000002,0.462155388471178,0.0,0.19177944862155388,0.0,0.7990000000000002,0.0,0.0,0.4829,1.0,0.20000000000000004,0.33684461152882206,kNN,0.2,False,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1793.9999999999993,3915.8521303258144,0.8099999999999999,0.462155388471178,0.0,0.19177944862155388,0.0,0.7990000000000002,0.0,0.0,0.4829,1.0,0.20000000000000004,0.3478446115288221,kNN,0.2,False,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,1861.0999999999997,4237.057644110276,0.7990000000000002,0.40949874686716786,0.0,0.2866416040100251,0.0,0.7990000000000002,0.0,0.0,0.4829,1.0,0.30000000000000004,0.3895012531328322,kNN,0.30000000000000004,False,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1793.9999999999993,4237.057644110276,0.8099999999999999,0.40949874686716786,0.0,0.2866416040100251,0.0,0.7990000000000002,0.0,0.0,0.4829,1.0,0.30000000000000004,0.40050125313283214,kNN,0.30000000000000004,False,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,1861.0999999999997,4601.070175438596,0.7990000000000002,0.3498245614035088,0.0,0.3908020050125314,0.0,0.7990000000000002,0.0,0.0,0.4829,1.0,0.4000000000000001,0.4491754385964913,kNN,0.4,False,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1793.9999999999993,4601.070175438596,0.8099999999999999,0.3498245614035088,0.0,0.3908020050125314,0.0,0.7990000000000002,0.0,0.0,0.4829,1.0,0.4000000000000001,0.46017543859649124,kNN,0.4,False,CVC-ClinicDB,CVC-ClinicDB
