,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,Calibrated By Fold,test_set,val_set
0,Base Tree,350.5,1019.2999999999996,635.0,0.9369999999999999,1.0,0.0,0.0,0.0,0.9369999999999999,0.13,0.13,0.9655,0.998,0.0,0.06299999999999994,kNN,0.0,False,OoD Test,OoD Test
1,Detector Tree,350.5,979.7259437751006,635.0,0.9438875502008031,1.0,0.0,0.0,0.0,0.9369999999999999,0.13,0.13,0.9655,0.998,0.0,0.05611244979919694,kNN,0.0,False,OoD Test,OoD Test
0,Base Tree,350.5,1531.3082296296004,1179.8721804511279,0.8530642246508852,0.9106766917293233,0.10428571428571429,0.10428571428571429,0.10400963488118324,0.9369999999999999,0.13,0.13,0.9655,0.998,0.013195807370007789,0.05761246707843815,kNN,0.1,False,OoD Test,OoD Test
1,Detector Tree,350.5,1088.2739409126207,762.2285714285715,0.8587689200576348,0.9106766917293233,0.10428571428571429,0.10428571428571429,0.10400963488118324,0.9369999999999999,0.13,0.13,0.9655,0.998,0.013195807370007789,0.05190777167168848,kNN,0.1,False,OoD Test,OoD Test
0,Base Tree,350.5,2279.8512489318778,1902.8521303258146,0.7303522542734626,0.792155388471178,0.24884711779448623,0.24884711779448623,0.2560690777280513,0.9369999999999999,0.13,0.13,0.9655,0.998,0.0560690777280513,0.062378712219053035,kNN,0.2,False,OoD Test,OoD Test
1,Detector Tree,350.5,1246.968354038196,938.5934837092732,0.7343276460329301,0.792155388471178,0.24884711779448623,0.24884711779448623,0.2560690777280513,0.9369999999999999,0.13,0.13,0.9655,0.998,0.0560690777280513,0.05905565518417436,kNN,0.2,False,OoD Test,OoD Test
0,Base Tree,350.5,2754.3242536023504,2385.9598997493736,0.652569794491418,0.7129573934837092,0.3373934837092732,0.3373934837092732,0.3524537862559876,0.9369999999999999,0.13,0.13,0.9655,0.998,0.0524537862559876,0.06112697103422796,kNN,0.30000000000000004,False,OoD Test,OoD Test
1,Detector Tree,350.5,1347.5587183572607,1046.6200501253134,0.6554490463145617,0.7129573934837092,0.3373934837092732,0.3373934837092732,0.3524537862559876,0.9369999999999999,0.13,0.13,0.9655,0.998,0.0524537862559876,0.05872449467240105,kNN,0.30000000000000004,False,OoD Test,OoD Test
0,Base Tree,350.5,3192.221125985696,2925.7869674185463,0.5807834219695581,0.6244611528822055,0.42904761904761907,0.42904761904761907,0.4414083990463965,0.9369999999999999,0.13,0.13,0.9655,0.998,0.04140839904639645,0.04767251028453331,kNN,0.4,False,OoD Test,OoD Test
1,Detector Tree,350.5,1440.3947817236306,1158.4380952380952,0.5826510329931499,0.6244611528822055,0.42904761904761907,0.42904761904761907,0.4414083990463965,0.9369999999999999,0.13,0.13,0.9655,0.998,0.04140839904639645,0.046413356743244975,kNN,0.4,False,OoD Test,OoD Test
0,Base Tree,350.5,3570.651691709814,3312.4260651629074,0.5187456243098666,0.561077694235589,0.4982957393483709,0.4982957393483709,0.5182829934202398,0.9369999999999999,0.13,0.13,0.9655,0.998,0.0313049099136008,0.04834161272407794,kNN,0.5,False,OoD Test,OoD Test
1,Detector Tree,350.5,1520.6237264706483,1242.9208020050125,0.5197389751497755,0.561077694235589,0.4982957393483709,0.4982957393483709,0.5182829934202398,0.9369999999999999,0.13,0.13,0.9655,0.998,0.0313049099136008,0.04776804163719477,kNN,0.5,False,OoD Test,OoD Test
0,Base Tree,350.5,3935.1273950314294,3686.8345864661655,0.4589955090112412,0.49969924812030075,0.570952380952381,0.570952380952381,0.592322789329317,0.9369999999999999,0.13,0.13,0.9655,0.998,0.021631140643513316,0.04776104714302622,kNN,0.6000000000000001,False,OoD Test,OoD Test
1,Detector Tree,350.5,1597.894178997302,1331.5619047619045,0.4591468385553169,0.49969924812030075,0.570952380952381,0.570952380952381,0.592322789329317,0.9369999999999999,0.13,0.13,0.9655,0.998,0.021631140643513316,0.047791679613723693,kNN,0.6000000000000001,False,OoD Test,OoD Test
0,Base Tree,350.5,4373.024267414775,4226.661654135339,0.3872091364893812,0.41120300751879696,0.6626065162907268,0.6626065162907268,0.6812774021197259,0.9369999999999999,0.13,0.13,0.9655,0.998,0.026938519105235866,0.04727283543576117,kNN,0.7000000000000001,False,OoD Test,OoD Test
1,Detector Tree,350.5,1690.7302423636718,1443.3799498746866,0.386348825233905,0.41120300751879696,0.6626065162907268,0.6626065162907268,0.6812774021197259,0.9369999999999999,0.13,0.13,0.9655,0.998,0.026938519105235866,0.04786955505961768,kNN,0.7000000000000001,False,OoD Test,OoD Test
0,Base Tree,350.5,4847.497272085247,4709.769423558897,0.3094266767073366,0.3320050125313283,0.7511528822055137,0.7511528822055137,0.7776621106476622,0.9369999999999999,0.13,0.13,0.9655,0.998,0.02829309912040091,0.053456601545378755,kNN,0.8,False,OoD Test,OoD Test
1,Detector Tree,350.5,1791.3206066827368,1551.4065162907268,0.30747022551553665,0.3320050125313283,0.7511528822055137,0.7511528822055137,0.7776621106476622,0.9369999999999999,0.13,0.13,0.9655,0.998,0.02829309912040091,0.05420788317413538,kNN,0.8,False,OoD Test,OoD Test
0,Base Tree,350.5,5596.040291387523,5432.749373433584,0.18671470632991405,0.21348370927318297,0.8957142857142857,0.8957142857142857,0.9297215534945303,0.9369999999999999,0.13,0.13,0.9655,0.998,0.0299494194749978,0.04181722547156682,kNN,0.9,False,OoD Test,OoD Test
1,Detector Tree,350.5,1950.0150198083118,1727.7714285714287,0.18302895149083195,0.21348370927318297,0.8957142857142857,0.8957142857142857,0.9297215534945303,0.9369999999999999,0.13,0.13,0.9655,0.998,0.0299494194749978,0.04403298743710719,kNN,0.9,False,OoD Test,OoD Test
0,Base Tree,350.5,5942.0,5977.621553884712,0.13,0.12416040100250626,1.0,1.0,1.0,0.9369999999999999,0.13,0.13,0.9655,0.998,0.0,0.025187969924812034,kNN,1.0,False,OoD Test,OoD Test
1,Detector Tree,350.5,2023.3600000000001,1855.0,0.12551500000000002,0.12416040100250626,1.0,1.0,1.0,0.9369999999999999,0.13,0.13,0.9655,0.998,0.0,0.024637180451127824,kNN,1.0,False,OoD Test,OoD Test
0,Base Tree,350.5,1019.2999999999996,635.0,0.9369999999999999,1.0,0.0,0.0,0.0,0.9369999999999999,0.13,0.13,1.0,1.0,0.0,0.06299999999999994,kNN,0.0,True,OoD Test,OoD Test
