,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,Rate Error,Accuracy Error,tpr,tnr,ba,rate,test_set,val_set,Dataset
0,Base Tree,350.5,3105.182291666666,1231.0877192982457,0.5950520833333334,0.9022807017543859,0.4998245614035088,0.0,0.5,0.8701923076923077,0.319911858974359,0.3095039946737683,0.5,0.3072286184210526,0.5,0.5,0.5,0.0,OoD Val,noise,CCT
1,Detector Tree,350.5,1995.9345681191458,1617.0010275689224,0.578254227117411,0.9022807017543859,0.4998245614035088,0.0,0.5,0.8701923076923077,0.319911858974359,0.3095039946737683,0.5,0.324026474636975,0.5,0.5,0.5,0.0,OoD Val,noise,CCT
0,Base Tree,350.5,3086.3046963785887,1204.0275689223058,0.5981467710854773,0.9067167919799498,0.4407268170426065,0.0,0.4943761626287942,0.8701923076923077,0.319911858974359,0.3095039946737683,0.4943761626287942,0.30857002089447266,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,OoD Val,noise,CCT
1,Detector Tree,350.5,1994.300668430389,1570.8660401002508,0.5809890126644742,0.9067167919799498,0.4407268170426065,0.0,0.4943761626287942,0.8701923076923077,0.319911858974359,0.3095039946737683,0.4943761626287942,0.3257277793154756,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,OoD Val,noise,CCT
0,Base Tree,350.5,3023.3912813182797,1176.814536340852,0.6084604456855279,0.9111779448621554,0.3825563909774436,0.0,0.4756335839598997,0.8701923076923077,0.319911858974359,0.3095039946737683,0.4756335839598997,0.3027174991766275,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.0,OoD Val,noise,CCT
1,Detector Tree,350.5,1822.6036607719157,1407.0956892230577,0.6164261048006067,0.9111779448621554,0.3825563909774436,0.0,0.4756335839598997,0.8701923076923077,0.319911858974359,0.3095039946737683,0.4756335839598997,0.2947518400615487,0.6111111111111112,0.6111111111111112,0.6111111111111112,0.0,OoD Val,noise,CCT
0,Base Tree,350.5,2897.1511953310755,1110.6165413533834,0.6291555417490039,0.9220300751879699,0.3132080200501253,0.0,0.4380253132832081,0.8701923076923077,0.319911858974359,0.3095039946737683,0.4380253132832081,0.292874533438966,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,OoD Val,noise,CCT
1,Detector Tree,350.5,1740.560901900097,1376.5270426065165,0.6315842969229629,0.9220300751879699,0.3132080200501253,0.0,0.4380253132832081,0.8701923076923077,0.319911858974359,0.3095039946737683,0.4380253132832081,0.29044577826500706,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,OoD Val,noise,CCT
0,Base Tree,350.5,2784.046682154549,1178.1904761904761,0.6476972652205657,0.9109523809523811,0.28080200501253133,0.0,0.40433027011974376,0.8701923076923077,0.319911858974359,0.3095039946737683,0.40433027011974376,0.2632551157318153,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.0,OoD Val,noise,CCT
1,Detector Tree,350.5,1674.8540563902716,1385.8164912280702,0.6404494559549153,0.9109523809523811,0.28080200501253133,0.0,0.40433027011974376,0.8701923076923077,0.319911858974359,0.3095039946737683,0.40433027011974376,0.27050292499746564,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.0,OoD Val,noise,CCT
