,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,Calibrated By Fold,test_set,val_set
0,Base Tree,350.5,1337.504003799094,1339.1754385964912,0.8848354092132633,0.8845614035087719,0.016741854636591478,0.0,0.012629627586806262,0.8960000000000002,0.012,0.012,0.8073999999999999,0.9923333333333333,0.012629627586806262,0.019992911923021967,kNN,0.0,False,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1303.9299053303557,1344.3122807017544,0.88305564144352,0.8845614035087719,0.016741854636591478,0.0,0.012629627586806262,0.8960000000000002,0.012,0.012,0.8073999999999999,0.9923333333333333,0.012629627586806262,0.01977465947885261,kNN,0.0,False,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,1990.6678221061152,1873.345864661654,0.7777593734252269,0.7969924812030075,0.11902255639097745,0.10478696741854637,0.1337563649035894,0.8960000000000002,0.012,0.012,0.8073999999999999,0.9923333333333333,0.03395166809989292,0.0251272094875401,kNN,0.1,False,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1468.8189117322524,1379.3528822055139,0.7785787882877424,0.7969924812030075,0.11902255639097745,0.10478696741854637,0.1337563649035894,0.8960000000000002,0.012,0.012,0.8073999999999999,0.9923333333333333,0.03395166809989292,0.024592450965963818,kNN,0.1,False,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,2564.9336074430826,2339.0250626566417,0.6836174414027734,0.7206516290726818,0.20669172932330826,0.19245614035087721,0.24025176311903465,0.8960000000000002,0.012,0.012,0.8073999999999999,0.9923333333333333,0.040400308874888095,0.04249684314153169,kNN,0.2,False,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1613.7903754000513,1417.2065162907268,0.6867220741749657,0.7206516290726818,0.20669172932330826,0.19245614035087721,0.24025176311903465,0.8960000000000002,0.012,0.012,0.8073999999999999,0.9923333333333333,0.040400308874888095,0.04025080228022459,kNN,0.2,False,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,3374.5855000539027,2984.035087719298,0.5508876229419831,0.6149122807017544,0.3236842105263158,0.3119548872180451,0.390398616581467,0.8960000000000002,0.012,0.012,0.8073999999999999,0.9923333333333333,0.09039861658146699,0.06906722750524193,kNN,0.30000000000000004,False,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1818.1842691862194,1491.2932330827068,0.5572141628046569,0.6149122807017544,0.3236842105263158,0.3119548872180451,0.390398616581467,0.8960000000000002,0.012,0.012,0.8073999999999999,0.9923333333333333,0.09039861658146699,0.06427148709959533,kNN,0.30000000000000004,False,CVC-ClinicDB,CVC-ClinicDB
0,Base Tree,350.5,3977.9228359327794,3539.6090225563908,0.4519798629618394,0.5238345864661654,0.417719298245614,0.4084962406015038,0.5022852228938468,0.8960000000000002,0.012,0.012,0.8073999999999999,0.9923333333333333,0.10355456831475154,0.08092213277441689,kNN,0.4,False,CVC-ClinicDB,CVC-ClinicDB
1,Detector Tree,350.5,1970.4947478898523,1572.6877192982456,0.4607073072850115,0.5238345864661654,0.417719298245614,0.4084962406015038,0.5022852228938468,0.8960000000000002,0.012,0.012,0.8073999999999999,0.9923333333333333,0.10355456831475154,0.0754072816731411,kNN,0.4,False,CVC-ClinicDB,CVC-ClinicDB
