,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,Calibrated By Fold,test_set,val_set
0,Base Tree,350.5,3373.5326614429846,3243.0175438596493,0.5510602194355761,0.5724561403508772,0.05170426065162907,0.0,0.04240877742304847,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.04240877742304847,0.043029253381357865,Typicality,0.0,False,hue,hue
1,Detector Tree,350.5,3016.4830361300656,3192.505263157895,0.5743468631453882,0.5724561403508772,0.05170426065162907,0.0,0.04240877742304847,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.04240877742304847,0.0350882902418034,Typicality,0.0,False,hue,hue
0,Base Tree,350.5,3373.124359068546,3283.8370927318297,0.551127154251058,0.5657644110275689,0.056365914786967425,0.11107769423558897,0.04508617004232019,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.054913829957679815,0.044729232041354025,Typicality,0.1,False,hue,hue
1,Detector Tree,350.5,3014.251556249536,3239.0120300751882,0.5743975188390417,0.5657644110275689,0.056365914786967425,0.11107769423558897,0.04508617004232019,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.054913829957679815,0.040579777362475755,Typicality,0.1,False,hue,hue
0,Base Tree,350.5,3373.904540457771,3237.972431077694,0.5509992556626604,0.5732832080200502,0.054285714285714284,0.21779448621553887,0.03997022650641642,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.16002977349358358,0.034996616705653266,Typicality,0.2,False,hue,hue
1,Detector Tree,350.5,3018.5154527689047,3205.897744360902,0.5743007262854811,0.5732832080200502,0.054285714285714284,0.21779448621553887,0.03997022650641642,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.16002977349358358,0.027493373453516545,Typicality,0.2,False,hue,hue
0,Base Tree,350.5,3372.6056412719586,3157.250626566416,0.5512121899554165,0.5865162907268171,0.05817042606516291,0.308796992481203,0.048487598216661064,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.251512401783339,0.036771080937207136,Typicality,0.30000000000000004,False,hue,hue
1,Detector Tree,350.5,3011.4166270421138,3112.333834586466,0.5744618731299828,0.5865162907268171,0.05817042606516291,0.308796992481203,0.048487598216661064,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.251512401783339,0.023994803793897176,Typicality,0.30000000000000004,False,hue,hue
0,Base Tree,350.5,3372.7056934968423,3168.1052631578946,0.5511957879513373,0.5847368421052631,0.05827067669172932,0.3840601503759399,0.04783151805349102,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.352168481946509,0.039857770609144215,Typicality,0.4,False,hue,hue
1,Detector Tree,350.5,3011.963438769909,3107.4110275689222,0.5744494602341234,0.5847368421052631,0.05827067669172932,0.3840601503759399,0.04783151805349102,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.352168481946509,0.03132602491896686,Typicality,0.4,False,hue,hue
0,Base Tree,350.5,3372.9624172286303,3061.6992481203006,0.5511537020936671,0.6021804511278196,0.05754385964912281,0.49042606516290727,0.04614808374668247,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.4538519162533175,0.05372844259774415,Typicality,0.5,False,hue,hue
1,Detector Tree,350.5,3013.366501495487,3006.0807017543857,0.5744176100183882,0.6021804511278196,0.05754385964912281,0.49042606516290727,0.04614808374668247,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.4538519162533175,0.0411002846060957,Typicality,0.5,False,hue,hue
0,Base Tree,350.5,3372.441415077242,3127.7443609022557,0.5512391122824193,0.5913533834586466,0.046516290726817046,0.6159398496240602,0.04956449129677096,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.5504355087032291,0.042379352357063235,Typicality,0.6000000000000001,False,hue,hue
1,Detector Tree,350.5,3010.5190876881734,3116.3087719298246,0.5744822477159031,0.5913533834586466,0.046516290726817046,0.6159398496240602,0.04956449129677096,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.5504355087032291,0.029340397810237284,Typicality,0.6000000000000001,False,hue,hue
0,Base Tree,350.5,3372.8128364411473,3138.5989974937343,0.5511782235342381,0.5895739348370928,0.04661654135338346,0.691203007518797,0.047128941369522476,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.6528710586304776,0.04477428488506794,Typicality,0.7000000000000001,False,hue,hue
1,Detector Tree,350.5,3012.549003144562,3111.3859649122805,0.5744361676340709,0.5895739348370928,0.04661654135338346,0.691203007518797,0.047128941369522476,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.6528710586304776,0.03897239854430763,Typicality,0.7000000000000001,False,hue,hue
0,Base Tree,350.5,3373.277890520695,3057.877192982456,0.5511019851605418,0.6028070175438597,0.050501253132832075,0.7822055137844612,0.04407940642167102,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.755920593578329,0.058819079383313225,Typicality,0.8,False,hue,hue
1,Detector Tree,350.5,3015.0906460220845,3017.8220551378445,0.5743784710874411,0.6028070175438597,0.050501253132832075,0.7822055137844612,0.04407940642167102,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.755920593578329,0.047498562429618835,Typicality,0.8,False,hue,hue
0,Base Tree,350.5,3373.423702816036,3012.0125313283206,0.5510780815055677,0.6103258145363408,0.04842105263157895,0.888922305764411,0.04312326022271049,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.8568767397772896,0.0643955464143176,Typicality,0.9,False,hue,hue
1,Detector Tree,350.5,3015.8875485721505,2984.7077694235586,0.5743603810065939,0.6103258145363408,0.04842105263157895,0.888922305764411,0.04312326022271049,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.8568767397772896,0.052945597152387586,Typicality,0.9,False,hue,hue
0,Base Tree,350.5,3373.0029271161943,3052.8320802005014,0.5511470611284927,0.6036340852130325,0.053082706766917294,1.0,0.045882445139708704,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.9541175548602913,0.05368281085455008,Typicality,1.0,False,hue,hue
1,Detector Tree,350.5,3013.587898687175,3031.214536340852,0.5744125841929637,0.6036340852130325,0.053082706766917294,1.0,0.045882445139708704,0.55,0.575,0.575,0.7649082568807342,0.9273504273504275,0.9541175548602913,0.0360578439539475,Typicality,1.0,False,hue,hue
0,Base Tree,350.5,3286.7371917293235,3243.0175438596493,0.565288984962406,0.5724561403508772,0.6489223057644111,0.0,0.6115593984962405,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.6115593984962405,0.036798111946532985,Typicality,0.0,True,hue,hue
1,Detector Tree,350.5,2473.6159327996374,2242.4646616541354,0.5557676933679622,0.5724561403508772,0.6489223057644111,0.0,0.6115593984962405,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.6115593984962405,0.040550701279084056,Typicality,0.0,True,hue,hue
0,Base Tree,350.5,3291.8850413533833,3283.8370927318297,0.5644450751879699,0.5657644110275689,0.6428070175438597,0.11107769423558897,0.5778030075187969,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.4778030075187969,0.039916967418546355,Typicality,0.1,True,hue,hue
1,Detector Tree,350.5,2480.1973643185747,2263.4401002506265,0.5551107029493652,0.5657644110275689,0.6428070175438597,0.11107769423558897,0.5778030075187969,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.4778030075187969,0.04228099910848031,Typicality,0.1,True,hue,hue
0,Base Tree,350.5,3290.0326568504597,3237.972431077694,0.5647487447786131,0.5732832080200502,0.6396741854636592,0.21779448621553887,0.5899497911445278,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.3899497911445278,0.02854455096073516,Typicality,0.2,True,hue,hue
1,Detector Tree,350.5,2477.8291246373387,2268.179448621554,0.555347112121904,0.5732832080200502,0.6396741854636592,0.21779448621553887,0.5899497911445278,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.3899497911445278,0.032319897142166536,Typicality,0.2,True,hue,hue
0,Base Tree,350.5,3282.086451336675,3157.250626566416,0.5660514014202171,0.5865162907268171,0.6411278195488722,0.308796992481203,0.6420560568086883,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.3420560568086882,0.027245085630743508,Typicality,0.30000000000000004,True,hue,hue
1,Detector Tree,350.5,2467.670046334051,2243.1984962406013,0.5563612405965118,0.5865162907268171,0.6411278195488722,0.308796992481203,0.6420560568086883,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.3420560568086882,0.03298530226019479,Typicality,0.30000000000000004,True,hue,hue
0,Base Tree,350.5,3289.2331466165415,3168.1052631578946,0.5648798120300752,0.5847368421052631,0.638796992481203,0.3840601503759399,0.5951924812030074,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.22053650793650792,0.03481441938178778,Typicality,0.4,True,hue,hue
1,Detector Tree,350.5,2476.806965437383,2245.858646616541,0.5554491490114043,0.5847368421052631,0.638796992481203,0.3840601503759399,0.5951924812030074,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.22053650793650792,0.038322475747200345,Typicality,0.4,True,hue,hue
0,Base Tree,350.5,3285.858552213868,3061.6992481203006,0.5654330242272347,0.6021804511278196,0.6405263157894737,0.49042606516290727,0.61732096908939,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.12429223057644104,0.04570827067669171,Typicality,0.5,True,hue,hue
1,Detector Tree,350.5,2472.492608261606,2238.3368421052633,0.5558798290722292,0.6021804511278196,0.6405263157894737,0.49042606516290727,0.61732096908939,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.12429223057644104,0.05075511823697464,Typicality,0.5,True,hue,hue
0,Base Tree,350.5,3284.167853383459,3127.7443609022557,0.5657101879699248,0.5913533834586466,0.6731578947368421,0.6159398496240602,0.6284075187969924,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.11826967418546368,0.033044122807017524,Typicality,0.6000000000000001,True,hue,hue
1,Detector Tree,350.5,2470.3310807532107,2167.460651629073,0.5560956032329817,0.5913533834586466,0.6731578947368421,0.6159398496240602,0.6284075187969924,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.11826967418546368,0.0387239329309847,Typicality,0.6000000000000001,True,hue,hue
0,Base Tree,350.5,3291.0437560568084,3138.5989974937343,0.5645829908103592,0.5895739348370928,0.6708270676691729,0.691203007518797,0.5833196324143691,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.13855405179615715,0.04070411862990809,Typicality,0.7000000000000001,True,hue,hue
1,Detector Tree,350.5,2479.1217964656566,2170.1208020050126,0.5552180713496722,0.5895739348370928,0.6708270676691729,0.691203007518797,0.5833196324143691,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.13855405179615715,0.043840001575427355,Typicality,0.7000000000000001,True,hue,hue
0,Base Tree,350.5,3291.13112823726,3057.877192982456,0.5645686675020886,0.6028070175438597,0.672280701754386,0.7822055137844612,0.5827467000835421,0.55,0.575,0.575,0.6750000000000002,0.43214285714285716,0.21725329991645795,0.05161989557226398,Typicality,0.8,True,hue,hue
