,Tree,t,Risk Estimate,True Risk,E[f(x)=y],Accuracy,ood_pred,is_ood,Estimated Rate,ind_acc,ood_val_acc,ood_test_acc,tpr,tnr,Rate Error,Accuracy Error,dsd,rate,Calibrated By Fold,test_set,val_set
0,Base Tree,350.5,1241.6518522845042,762.9624060150376,0.9005488766746715,0.9790225563909775,0.21245614035087718,0.0,0.12322135247724955,0.9791666666666665,0.34114583333333326,0.34114583333333326,0.674363057324841,0.842741935483871,0.12322135247724955,0.07847367971630595,Energy,0.0,False,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,1178.7830903319907,1022.1588972431078,0.900282748596769,0.9790225563909775,0.21245614035087718,0.0,0.12322135247724955,0.9791666666666665,0.34114583333333326,0.34114583333333326,0.674363057324841,0.842741935483871,0.12322135247724955,0.07873980779420832,Energy,0.0,False,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,1718.3601167807997,1095.0225563909773,0.8223999808556066,0.9245864661654136,0.29639097744360904,0.08002506265664161,0.24570778510794716,0.9791666666666665,0.34114583333333326,0.34114583333333326,0.674363057324841,0.842741935483871,0.14570778510794716,0.10218648530980694,Energy,0.1,False,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,1409.3576285095503,1165.2260651629074,0.820710189729978,0.9245864661654136,0.29639097744360904,0.08002506265664161,0.24570778510794716,0.9791666666666665,0.34114583333333326,0.34114583333333326,0.674363057324841,0.842741935483871,0.14570778510794716,0.10387627643543551,Energy,0.1,False,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,2106.836230787169,1489.764411027569,0.7587153720021035,0.8598746867167919,0.33223057644110277,0.17275689223057647,0.34552366184160105,0.9791666666666665,0.34114583333333326,0.34114583333333326,0.674363057324841,0.842741935483871,0.14552366184160104,0.10129037895064012,Energy,0.2,False,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,1597.255987424466,1234.175939849624,0.7558654182998527,0.8598746867167919,0.33223057644110277,0.17275689223057647,0.34552366184160105,0.9791666666666665,0.34114583333333326,0.34114583333333326,0.674363057324841,0.842741935483871,0.14552366184160104,0.10407638793620601,Energy,0.2,False,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,2824.437600798517,1668.7894736842106,0.6410758031477842,0.8305263157894737,0.4232330827067669,0.2593984962406015,0.5299056799642893,0.9791666666666665,0.34114583333333326,0.34114583333333326,0.674363057324841,0.842741935483871,0.2299056799642892,0.1894505126416895,Energy,0.30000000000000004,False,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,1944.3458467974326,1286.3393483709274,0.6360827723697408,0.8305263157894737,0.4232330827067669,0.2593984962406015,0.5299056799642893,0.9791666666666665,0.34114583333333326,0.34114583333333326,0.674363057324841,0.842741935483871,0.2299056799642892,0.1944435434197329,Energy,0.30000000000000004,False,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,3032.4466639941484,1892.609022556391,0.6069759567222708,0.7938345864661654,0.44571428571428573,0.3374185463659148,0.5833519698720326,0.9791666666666665,0.34114583333333326,0.34114583333333326,0.674363057324841,0.842741935483871,0.18335196987203264,0.1868586297438946,Energy,0.4,False,EtisLaribDB,EtisLaribDB
1,Detector Tree,350.5,2044.9557947574435,1315.6010025062658,0.6013617183023237,0.7938345864661654,0.44571428571428573,0.3374185463659148,0.5833519698720326,0.9791666666666665,0.34114583333333326,0.34114583333333326,0.674363057324841,0.842741935483871,0.18335196987203264,0.19247286816384174,Energy,0.4,False,EtisLaribDB,EtisLaribDB
0,Base Tree,350.5,3741.016381700937,2691.1127819548874,0.4908169866064038,0.6629323308270676,0.5451127819548872,0.45223057644110276,0.7654133760944527,0.9791666666666665,0.34114583333333326,0.34114583333333326,0.674363057324841,0.842741935483871,0.26541337609445265,0.1721153442206638,Energy,0.5,False,EtisLaribDB,EtisLaribDB
